"name","comment","date","rating"
NA,"dudeeee I straight up love trinity we need a whole movie about her if that hasn’t already been done?? Neo wishes he could be that badass and fearless no wonder he can’t live without her",NA,NA
NA,"does it make sense if i say it’s like i’m being waterboarded by a computer? in a good way?",NA,NA
NA,"Smith on crack",NA,NA
"Courtney","I mean it is a setup movie so not gonna hit as hard.","04 Feb 2024",2
"sarah","J'ai rien compris au film mais lv que j'ai trop aimé quand ils se battent","04 Feb 2024",4
"dwardman","90 percent of neo's fight scene footage really needed to be cut","04 Feb 2024",3
"🏳️‍⚧️ Comrade Stitch 🏳️‍⚧️","I stand here without fear because I remember. I remember that I am here not because of the path that lies before me but because of the path that lies behind me. I remember that for 100 years we have fought these machines. I remember that for 100 years they have sent their armies to destroy us. And after a century of war, I remember that which matters most: We are still here!","04 Feb 2024",5
"zoë <3","a bit much","03 Feb 2024",3
"trinifather","This review may contain spoilers. I can handle the truth.","02 Feb 2024",5
"Kira","Okay I binged them so the 2nd and 3rd are kind of blending together. But the highway scene is so fucking good, when Morpheus gets the sword? So sick. The one thing this trilogy could have used more of is samurai swords.","03 Feb 2024",4
"thatoneguyethan","Also the part where neo stops the sentinels in real life always gets me.","04 Feb 2024",2
"bfpaiva","that horny scene near the beginning is sooooo good. lets talk about it.","03 Feb 2024",3
"Hunter Hop","Full star taken off for that god forsaken cave scene in the beginning. Rest of it was fine","03 Feb 2024",3
"Oskeleton","ruim mas ainda vai","04 Feb 2024",5
"neverdecaf","Couple of the fights get a lil corny but still pretty great movie, always hate how it ends cause I know the 3rd one is the least liked. Still good though, all time action sequences.","03 Feb 2024",3
NA,"Reload this",NA,NA
NA,"not as incredible as the first, but still had a fun time watching this on the big screen for the first time",NA,NA
"bencuthrell","These machines keep us alive, while other machines are coming to kill us.","27 Dec 2021",5
"elana","Probably a better sequel than The Godfather 2","05 Nov 2023",4
"Kayky Stiliano","I was falling asleep badly during this one..gonna have to rewatch sometime","03 Feb 2024",3
"tsanders03","Great sequel!","03 Feb 2024",4
"FilmCay","I’m not the biggest fan of The Matrix, but I do find it at least interesting and unique, especially for its time. My biggest issue has always been that I find them a little harder to follow than I would like. Nonetheless the special effects make it a blast to watch. I found The Matrix Reloaded to be a great reflection of my feelings towards the films. The highway chase scene is fantastic and so are many of the other…","03 Feb 2024",1
"Finn Morgan-Roberts","“What do all men with power want? More power.”","04 Feb 2024",5
"DM05","“Then tomorrow we may all be dead. But how would that be different from any other day?”","02 Feb 2024",3
"warnockmichael","My mums friend was in this and hides it from their cv and IMDb they’re so embarrassed","03 Feb 2024",4
"Bo","Freeing yourself from the matrix is realizing that this is best one.","03 Feb 2024",4
"Passionatezilla","Bloody hell that car chase went on forever.","23 Dec 2023",4
"moonymercutio","We can never see past the choices we don't understand.","03 Feb 2024",4
"Foki","Now this is a SEXY, ACTION, and FUN movie! Minus one star for Mr. Smith's corny corn self.","03 Feb 2024",NA
NA,"This review may contain spoilers. I can handle the truth.",NA,NA
NA,"This was a very entertaining sequel to The Matrix thanks to amazing direction, outstanding acting and stunts from the cast, epic action scenes like the highway chase scene, fantastic pacing, and the catchy soundtrack used throughout the film.",NA,NA
NA,"Despite these awesome qualities, I would have to criticise the bland visual effects that do not hold up to today’s standards (even though this came out in 2003), and the story did not feel as exciting as the previous film.",NA,NA
NA,"Horn-eo",NA,NA
NA,"😎",NA,NA
"ReganE02","WHAT IF I TOLD YOU","03 Feb 2024",3
"Aardsy","THAT I FOUND THIS AGGRESSIVELY OK AND FORGOT TO FINISH IT","01 Nov 2015",3
"nate_roelke","Real ones sat through the credits.","02 Feb 2024",4
"Ilham.","Plugged back in this evening and caught Matrix Reloaded on the big screen for my first ever viewing. Thought the introduction to Zion was fuckin cool, same with the deeper dive into the lore of The Matrix itself - with the upgraded Agents, The Merovingian, The Key-Maker, and The Architect too. Also loved how they elevated the action to include more weaponry/ sword play as well as some fuckin awesome car chases. Great ending too - can’t wait for Revolutions in a few days!","03 Feb 2024",3
"Marmonerodicalc","Awal film masih bagus, i still entertained.Balakang2 nya😐","03 Feb 2024",4
"anonymouschair","Più action ma gasa lo stesso","04 Nov 2022",3
"Yvonne","Fun as hell slop. Our roommate lied to us about having seen the first movie, and lied that he was excited to watch the sequel. We reached the cave orgy scene and he couldn’t hide the secret anymore and was genuinely so confused it was hilarious. The other three of us were so perplexed and a bit irritated but it’s still the funniest shit to me.","",3
"danielblakes","I don't know if I even finished this?? either that or the ending was entirely forgettable - must rewatch","02 Feb 2024",4
"annika 💘","Actually a 3.5 but the underground rave is too good for that.","02 Feb 2024",4
"Merrick","monica bellucci is my helen of troy","02 Feb 2024",3
"Jordan H.","When will Babish bake the pussy-bomb cake?","02 Feb 2024",4
"Vincent the Arthouse Goon","It’s really hard following up a masterpiece. Okay, not as bad as I remember it being.","02 Feb 2024",NA
NA,"Lilly and Lana during their surgery consults: WHERE'S MY PUSS-",NA,NA
"Ira_Seagull","Alamo Drafthouse screening, I have to say it's been 21 years since I've seen this and I don't remember it being so... boring?","03 Feb 2024",2
"Nick W","It almost immediately overly convolutes what the first film started. It's so hands off in its dialogue just for an excuse to get the same repetitive action pieces over and over again, the same slow motion shots of someone jumping, the same shot of Neo flying. While the film wastes so much time on this there is…","03 Feb 2024",4
"Dylan Roy","“Just follow the sirens”","03 Feb 2024",3
"zoyd wheeler","The first Matrix is a special film but this one just pops with its action, score and greeeen cinematography. The château fight and the freeway action extravaganza are some of the most incredible action scenes I have ever seen, and you will ever see in your life.","02 Feb 2024",4
"Theorex1","agent smith shadow clone jutsu","02 Feb 2024",4
"zachc523","you have the sight now, neo. you are looking at the world without time.","02 Feb 2024",4
"Ethan Brant","stone oak drafthouse","02 Feb 2024",3
"slugii","I beg of Hollywood to bring back wacky fight scenes like this","02 Feb 2024",2
"gemmacarlile","4/5 must watch. Wasn’t paying as much attention during this one, but wow so much more action and destruction and insane fight scenes. The story was harder to follow. Had to watch Matrix 2 explained after. But some of the craziest fight scenes ever.","02 Feb 2024",5
"brooklynn","3.3 average rating but add a Spider-Man coat of paint and suddenly you all think it's the best movie ever. Okay...","02 Feb 2024",3
"zaiky","oh what the hell 🤨","02 Feb 2024",2
"peteorpawl","cool stunts, cooler sunglasses. (please someone save me i am so tired of watching movies and eating popsicles)","02 Feb 2024",NA
NA,"“why don’t you sample this” OH MY GOD i love trinity i love these movies",NA,NA
NA,"no verlo en sustancias",NA,NA
NA,"Still don’t understand how this caught on",NA,NA
"mockingbirdxz","sem nexo, cheio de buracos, trabalho preguiçoso","03 Feb 2024",3
"galdina","o mais fraco da trilogia","02 Feb 2024",3
"kneebeees","lots of hugo = goodSO much film = bad","02 Feb 2024",2
"amanda🥀","He started flying like Superman 10 minutes into the movie wtf 😐","02 Feb 2024",2
"minetmcn","kötü mü? değil ama 1.sinin bilinmezliği ve felsefesinden sonra biraz yavan bir bilim kurgu filmi olmuş, tuzsuz ve mayonessiz patates kızartması gibibide herkes aşk böceğine dönmüş","03 Feb 2024",4
"Kurtis","You walk out of theatres in 2003 having just watched The Matrix Reloaded, a sequel to one of the most iconic and beloved action films of all time. You turn to your friend. How do you react? What chance did this movie have in that specific time and place?","02 Feb 2024",3
"Simone_Klara","To me, in 2024, the flaws are pretty self-evident. The movie clanks along, alternating heavy handed dialogue and blistering action. Much of the core philosophical conflict feels backloaded into the conversation…","02 Feb 2024",3
"ColinMunch","The highway chase! Morpheus serving c*nt, Trinity chasing bad guys on a black ducati, techno blasting. I got what I came for honestly.","01 Feb 2024",2
"Viktor","The Matrix is flawless, perfect, divine, still good.","02 Feb 2024",5
"Sydney Rhoades","The Matrix Reloaded is flawed, ponderous, dull, still has the fight in the castle weapon room/staircase leading to the car chase with the razor-wielding ghost perverts that ends with Lawrence Fishburne cutting through an SUV with a samurai sword and shooting the gas tank with an automatic handgun and fucking RULES.","06 Jan 2024",3
"T Swish","Not enough greenEvery time I watch any matrix movie I think I like action, but then when I watch any other action then the matrix it’s boring af","03 Feb 2024",NA
"kookienismo","Honestly I got very lost in the sauce! When they finally met the architect I said “he looks like Colonel Sanders” and my boyfriend, a Matrix fan, said “I knew you would say that”. The colonel goes on to reveal the 11 herbs and spices of the matrix in a way I was unable to follow, and I’m a smart gal! The guy with the keys was cute.","02 Feb 2024",NA
NA,"A fitting interlude to the greatest action/sci-fi trilogy of all time.",NA,NA
NA,"Queria dar zero estrelas pela parte do beijo pois aqui repudiamos traição 🤮 mas sendo justa estarei dando três (3) porque é um filme que cumpre com seu tema de ação, então é legal (e vendo com mais pessoas fica melhor ainda pois dá p/ rir e fazer algumas piadas sobre)E apesar de não ter achado esse filme algo “uau” ou muito surpreendente e ter umas coisas meio tosca, como o poder do amor revivendo pessoas, ele também trouxe algumas coisas novas que acaba tornando o filme algo interessante",NA,NA
NA,"dito isso o primeiro filme é muito melhor!",NA,NA
"Sharjel","the sequels ain't that bad","02 Feb 2024",3
"jellyfvshh","the scenes with the tons of agent smiths had me crying for absolutely no reason that shit was so funny","01 Feb 2024",3
"emy","ninguém se pronuncia se essa história do beijo do neo com aquela peituda foi beijo técnico ou não então eu bloqueei o keanu reeves no Instagram","02 Feb 2024",3
"Daniel Arthur","filme bom mas meio que nao chega aos pés do primeiro, tem umas cenas super longas de ação que nao acabam por nada. é a parte 1 do final ent dou um desconto pq geralmente partes 1 de finais sao sempre mids","02 Feb 2024",3
"diegito","Is it incredibly flawed and corny af? Yes. Do I care? Absolutely not. This shit rules! I don’t care that a lot of this is super convoluted and doesn’t really make a whole lot of scene. That highway scene is one of the hardest action set pieces I’ve ever seen. I love the wachowskis and I love these movies!","01 Feb 2024",4
"Games5","really bold to follow up the Matrix by ruining everything that made the first one good (except the action)","30 Jan 2024",2
"lauralaurota","fua","02 Feb 2024",4
"Augustus Billingsley","3.5 stars minus .5 for the bowling pin sound effect at 59:04 plus 1 star because i legitimately lost power at 1:45:00 and idk how lilly and lana managed to pull that off","01 Feb 2024",4
"kiara ★","en el minuto 28 q salen todos bailando re en una descalzos y traspirados, dios quiero ser uno de ellos","01 Feb 2024",4
"nakigahara","TRINITY IN LEATHER SUIT. ON THE MOTORBIKE.","01 Feb 2024",4
"Rory","Not the masterpiece it's predecessor is but still wildly entertaining.","01 Feb 2024",3
"Liv","Hmm... upgrades.","01 Feb 2024",3
NA,"A CLIFFHANGER NOOOOOOO",NA,NA
NA,"But we won bc we finally got a keanu sex scene 🙋‍♀️",NA,NA
NA,"cgi was mega bad tho",NA,NA
"Nazime","Ze proberen het echt diep te maken hè","01 Feb 2024",3
"Xavier","Neo is too strong!!","01 Feb 2024",4
"Sara Cohle","""I can't take this""","01 Feb 2024",3
"Addison Bee","Sometimes I just like watching Agent Smith be a toxic gay ex boyfriend. He’s liberated and thriving. Neo on the other hand is trying to convince and be convinced that Morpheus’ cult shit ain’t it.","01 Feb 2024",3
"RenierTruter","Really like the stuff that is just completely character work and or goofy action in this movie, but the constant new cast and council of random political stuff is such an aimless snooze. The sincerity of it all is amazing nonetheless.","01 Feb 2024",4
"Al","Agent Smith becomes an angry ex boyfriend and trans Jesus gives Trinity her bottom surgery 🙏","01 Feb 2024",3
"Critical Consensus","""The first matrix I designed was quite naturally perfect. It was a work of art. Flawless. Sublime. A triumph only equaled by its monumental failure."" - The Architect","01 Feb 2024",3
"Froggie05","Acting - 3.5/5Cinematography - 5/5Sound & Score - 5/5Story - 4/5Entertainment - 5/5","17 May 2018",3
"dannymonnox","Format:1st viewing - Blu-ray2nd viewing - 4K UHD Blu-ray","31 Jan 2024",3
"ValenElPilla","not as good as the first. nothing will ever be as good as the first. but somehow he's hotter?","01 Feb 2024",3
"panoptikonparty","POSITIVE3 Raves18 Positives7 Mixed1 Pan","31 Jan 2024",3
"Sean Hunt","29 reviews:","30 Jan 2024",4
NA,"Emanuel Levy - EmanuelLevy.Com (POSITIVE)Though introducing some new ideas and characters, Matrix Reloaded is not as exciting as the 1999 original, suffering from problems that often inflict middle chapters of trilogies. | Original Score: B",NA,NA
NA,"Jonathan Rosenbaum - Chicago Reader (MIXED)If you're 14 or younger in age or sensibility, you may giggle at some of the bons mots.",NA,NA
NA,"Luke Y. Thompson - New Times (POSITIVE)You carped…",NA,NA
NA,"Pas toujours nécessaire",NA,NA
NA,"undoubtedly nowhere near the original. a bit too heavy on action & exposition, and the pacing is all over the show. but still some amazing camera work, concepts and choreography.",NA,NA
NA,"some really memorable moments too; like the rave scene, and when the french dude gave the woman an orgasm with a piece of tiramisu.",NA,NA
NA,"i don’t give a shit how many human lives are at stake, i would never dream of cheating on trinity.",NA,NA
NA,"""some things never change... but some things do.""",NA,NA
NA,"cancer",NA,NA
NA,"Underrated; would really like to go to the cave rave",NA,NA
NA,"I still like it, but it’s nowhere as good as the first.",NA,NA
"CineBaptist","Formally shakier than the original (obv) but I think I loved it? This extremely has Empire Strikes Back syndrome (right down to sharing many of the same story beats), and ending the film with To Be Concluded was very annoying. I am aware that I am very curmudgeonly about this stuff, but I am generally *not* cool with leaving plot and character threads hanging at the end simply because a sequel is coming. In the context of this individual movie,…","31 Jan 2024",3
"Carpaccio","I don’t like these Part 1 films that don’t say they’re part 1.","31 Jan 2024",2
"mgurt","every time i rewatch this movie it just reverberates through my skull for like a whole week. truly nothing like it. thank god for the wachowskis.","31 Jan 2024",5
"Scott MacLeod","This sequel sucked ass.","31 Jan 2024",1
"Josh","The CGI is camp! And I mean that in the best way possible. Nothing like a noodly Neo punching hundreds and hundreds of Smiths. I can’t decide if Hugo Weaving is tastefully used in this movie or if he’s abused.","31 Jan 2024",3
"Saf_03","Also I’m obsessed with Neo getting pissed off in those tiny little background screens.","31 Jan 2024",3
"bigcoolmilo","Neo.. Chef.. Tromper ta Femme qui plus est devant ses yeux en toute connaissance de cause t'es une merde mec!!","31 Jan 2024",3
"gazgetwithit","dont know what the fuck going on but this is heat 🔥🔥🔥🔥🔥","28 Jan 2024",3
"Nick Kanellis","Reloaded feels exactly like that—a perfunctory sequel rehashing old fun in the name of an “upgrade”. That’s how it feels initially, anyways, as it reintroduces us to the Matrix and invents reasons for us to keep caring.","",4
"justxnstan","Some hot new faces, some glossy new locales, and all the sex appeal that an apocalyptic world can muster—god bless you, Carrie-Ann Miss—but even these things can’t prevent this outing from falling prey to the classic sequel blunder: overexplaining a world that was…","31 Jan 2024",4
"T","Worthy sequel, impeccably scored and choreographed. Unfortunately it focused more on action and less on ideas than the original.","31 Jan 2024",4
"azxe","Why did it take Neo 5+ minutes after fighting all of the Agent Smith’s to realize he could’ve just flew away the entire time","30 Jan 2024",3
NA,"Okay you have some skill”  eating this up",NA,NA
NA,"mid",NA,NA
"jmlc","When the humans started their orgy rave, I understood why the robots wanted to kill them and I agreed 100%","30 Jan 2024",2
"Cayden West","Movie is not good until that banger of a twist","30 Jan 2024",3
"Ben B.","This film made me question the fundamental laws of physics and the very fabric of reality.","30 Jan 2024",3
"karlaps","For example, I am somehow still watching the highway chase scene several hours after the movie ended.","30 Jan 2024",3
"Alvin Ray","Needed the rave sex scenes to be longer.","30 Jan 2024",3
"King Fanny Of Tittershire","Everyone is telling me this is horrible.  Honestly it has some bad moments but overall I quite enjoyed it.","30 Jan 2024",3
"Vishesh Chauhan","It was alright, first movie was better. I liked the dance scene.","31 Jan 2024",4
"Calebgwin","3.3 Letterboxd seriously?????? Why the hell the reviews are mixedI don't know if these people even know what cinema is?","30 Jan 2024",3
"0Z3N","Really good, but it ain’t the first","30 Jan 2024",4
"ZanzirBibley","Je ne sais pas pourquoi mais je l'aime un peu moins que le premier pourtant le début était rapide ,largement meilleur que le premier et le film en général est bien structuré. Peut être l'histoire qui n'était pas à la hauteur du premier film? Ou peut être certains moments dans le monde réel étaient un peu trop long à mon goût? Honnêtement je ne sais pas pourquoi. Sinon j'apprécie vraiment le fait que l'élu est représenté comme tel et non…","30 Jan 2024",3
"isa 🎸🪩","This movie woulda ruled if i caught it on TV in 2012","30 Jan 2024",4
"MathewHirsch","RAHHH","30 Jan 2024",3
NA,"yeah he still moves like they do",NA,NA
"AidanHC","The plot is pretty awful, but there are enough great action scenes for you to overlook some of the flaws.","30 Jan 2024",3
"johncesar","O impacto emocional no primeiro filme me prendeu por definitivo a essa franquia.","30 Jan 2024",4
"ontime","Nesse filme, o foco é levado a outro caminho que é motivado através da subtrama.No primeiro filme, o plot é entrelaçado entre a jornada do herói, e critica ao capital([como freud já citou que essa forma(capitalismo) é moldada através da agressividade e dos desejos primitivos dos humanos ""A agressividade NÃO foi criada pela propriedade privada. Reinou quase sem limites nos tempos primitivos, quando a propriedade ainda…","30 Jan 2024",3
"Cwaynz","Como secuela piola, como película individual es meh","29 Jan 2024",3
"taralundrigan","Where do I go to buy Trinity’s black leather skin suit for my fiancée?","30 Jan 2024",4
"marcelina","One of the best opening action sequences ever made 🙌 honestly this entire film is just one great sequence after another.","30 Jan 2024",3
"Sam Bircham","może niepotrzebnie to reloadowali","30 Jan 2024",3
"Alexinema","Doest hold up to the first one but damn the action scenes are legit awesomeThay car chase sequence on the highway, up there in my top favourite car chase scenes!","30 Jan 2024",4
"genna","D'habitude les films de sf avec plusieurs opus j'aime pas (ex retour vers le futur) mais bon c'est trop spécial Matrix","30 Jan 2024",3
"LoversRokk","This review may contain spoilers. I can handle the truth.","30 Jan 2024",5
"NoEyedRed","keanu reeves is so pretty... jada pinkett smith is so pretty... loved the deranged sexual energy of the whole sequence with the french guy and monica belluci most beautiful woman who ever live... hugo weaving is so silly and fun... i love how it turns out morpheus is considered insane bc in the first movie hes like the main authority so u just assume everyone believes in all the prophecy stuff but no one else does ijbollllll","30 Jan 2024",4
"Daniela Delgado","The billowing cape is an unpaid actor","30 Jan 2024",4
NA,"Neo is actually my pookie, you guys literally don't understand",NA,NA
NA,"Two thoughts: 1. The freeway sequence is a CORE memory for me. It is THAT scene.2. Carrie Anne Moss.",NA,NA
"bri","agent smith thrown at a weaving of hugos to the sound of a bowling strike is too good","29 Jan 2024",4
"cinematopia","need more filmmakers today that are driven by ambition like when the wachowskis were making these unique blockbusters. several sequences demonstrate their technical craft on miraculous levels. the highway chase is an all-timer, although i don’t have time to go into that. this is such a jolly good time, it doesn’t compare to the game-changing original, but who cares???","29 Jan 2024",4
"viana","neo não cansa de mitar, muito bom","30 Jan 2024",5
"Luke SP","going into this with the expectation of a shit movie, the first maybe 10 minutes had me cackling. the people want slow-mo action scenes, they thought, so that's what they open the film with. i just couldn't take it seriously, the fanservice opening, the forced romance. the budget they had from the success of the first film was shining through, though. the sets for this film were crazy fucking cool","29 Jan 2024",4
"Laurensan al Gaib","some may find the fight scenes drawn out but for…","29 Jan 2024",3
"neocitrandreams","This review may contain spoilers. I can handle the truth.","24 Jan 2024",4
"Anne","As ludicrous as I remember. But Morpheus twirling his little samurai sword at the two albino dreadlock ghosts will always rustle my jimmies.","29 Jan 2024",5
"McFistyBuns","Lots of info but I love the world building","29 Jan 2024",2
"Rishaad Aït El Moudden","explosão, moto, tiro e uma gostosa","28 Jan 2024",2
"kaanozcan","I don’t know if this is a bad movie, it’s certainly no worse than most blockbusters, but it’s such a fall in quality from the first movie.","30 Jan 2024",3
"hannah_kkjl","I think where it expands upon the themes of the first Matrix it is pretty good. The Architect scene is iconic. I also really appreciate subverting chosen one tropes so I think the twist at the end works pretty well.","29 Jan 2024",4
"Sdyer52","What drags this one down is just how much the actions pacing drags.…","29 Jan 2024",4
NA,"How you gonna make a film about choice and not explore how these people choose which cool pair of sunglasses they're gonna wear?",NA,NA
NA,"The action scenes are very fun and impressively crafted, although a bit self-indulgent. Otherwise, I'm simply not vibing with this franchise. No chemistry in the romance. No charisma from The One. No subtlety to the dialogue. Not enough establishment of the worlds and their changing laws. No payoff to the subplots. And I hear the next one is WHAT?!",NA,NA
NA,"""buraya şans sonucu gelmedik. Ben şansa inanmam. Eğer üç amaç, üç kaptan, üç gemi varsa ben buna rastlantı demem. Ben buna ilahi takdir derim. Ben buna amaç derim. Burada olmak, bizim kaderimiz. Bizim alın yazımız. Bu gece her birimizin, hayatlarımızın anlamını öğrenme fırsatını bulacağına inanıyorum.""",NA,NA
NA,"Matrix?",NA,NA
NA,"It has flaws that the original didn't, the additional cast is bigger and untilmately less interesting, and the pacing and story arc isn't as tight.",NA,NA
NA,"But the bits that work, really work.",NA,NA
NA,"Trinity dials up the badass routine to 1000, Neo goes full Superman, Morpheus is so cool it hurts my brain...",NA,NA
NA,"But the freeway scene is one for the ages - 20+ minutes of pure cinematic perfection.",NA,NA
"petephooey","ghost hunting orgs wish they had trinity/morpheus level skillz. fuck those ghostly twins though, for real, their smug auras were mocking us all.","29 Jan 2024",4
"Felix Wu","You really can't help but be equally frustrated and impressed. (the case with seemingly all of their films).","27 Jan 2024",4
"kivll","CAVE RAVE","",3
"jacq","panting like a dog while i watch the bike scene","29 Jan 2024",3
"Giovanni Albi","This review may contain spoilers. I can handle the truth.","29 Jan 2024",2
"Bea_Roy","Non regge assolutamente il confronto con il primo. L'unica cosa che saltava questo film sono alcune scene di combattimento e il dialogo con il ""padre"" di Matrix","27 Jan 2024",4
"CraddockLCFC","The fight scenes are amazing! And the script is very smart","29 Jan 2024",3
"Kieran","Decent follow up to the original Neo rides again.","29 Jan 2024",5
"megan lily","Hm Upgrades","29 Jan 2024",5
"Jayman874","i just don’t think he should be able to fly","29 Jan 2024",4
"Megan (Rules)","When this movie cooks it cooks hard","29 Jan 2024",3
"Aliaksei Pavarazniuk","I don’t know about this one","28 Jan 2024",3
NA,"сложное отношение к картине, как и у большинства. Зион и его вечеринки прекрасны, квесты с другими программами утомительны, экшн более впечатляющий, но и более гладкий",NA,NA
"Catherine",""" i want you to kiss me as if you were kissing her "" persephone","29 Jan 2024",4
"aesqb","my honest reaction: "" wow she's me ""","28 Jan 2024",4
"spencer","This review may contain spoilers. I can handle the truth.","28 Jan 2024",3
"NihilistScrappy","That combo rave + sex scene sequence??? Wachowski sisters the women that you are (and this is the beginning of the movie!!! It just gets better from there!)","",5
"alice_1034","Also maybe interesting to note the emphasis on dancing/sex in that sequence juxtaposed with all the fight scenes in the film (and even some of the more horror tinged sequences from the first film) - like, there's this very obvious preoccupation with the body and its physicality in the matrix and in the real world....don't have coherent thoughts on this just think its very well done","28 Jan 2024",3
"ageofomer","for anyone who needs to hear this, keanu reeves is truly mid","28 Jan 2024",5
"Jenny Nuts","two matrix movies, two characters literally saved by love and kisses","28 Jan 2024",4
"Layla","not sure i could get past neo being superman","28 Jan 2024",3
"Maria Carolina","For our civilization this Matrix trilogy will be the one of the significant achievement","28 Jan 2024",3
"rycar","Needed to be gayer","28 Jan 2024",5
"chucaox","BEST MATRIX FILM SORRY NOT SORRY","28 Jan 2024",4
"eyiamWalkenHere","morpheus instituted a strict “no fucking” policy aboard his ship & i think that’s bullshit","29 Jan 2024",3
NA,"Hugo Weaving.",NA,NA
NA,"That's it, that's the review.",NA,NA
NA,"bro's the anime protagonist",NA,NA
NA,"This review may contain spoilers. I can handle the truth.",NA,NA
NA,"The fact that I don’t remember this movie is wild",NA,NA
NA,"The plot twist literally had me on the edge of my seat. What a great movie",NA,NA
NA,"this some anime shit",NA,NA
NA,"Nowhere near the legal of the first one. Still enjoyable. Good fights scenes especially the one with smith. Mid story though one thing that ruins it is the constant slow motions to the point where it feels like Zack Snyder made it. Still think it's worth while though the quality has dipped.",NA,NA
"tobizanellini","qué lindo es keanu reeves estoy de novio no me hablen, mucho no me importa matrix la verdad, hace años no la miraba y todavía sigo sin entender porque hay tanto fanatismo, pero bueno yo solo pienso en ÉL <3","28 Jan 2024",2
"Kristin","The Zion rave scene and Persephone thirsting over Neo is a big mood","28 Jan 2024",3
"neulinhagerman","neo vs a billion smiths fight scene is probably the most awesome shit ive ever seen. the """"""""dated"""""""" or """"""""videogamey"""""""" CGI does nothing but make the scene all the better. i like how obvious the CGI is, it doesnt try to mask it and in turn become this awful disgusting gross mix of real and fake, viz., the flash (or superman when they tried hidign the moustache, seriously..)","24 Jan 2024",4
"Andy054","regarding the plot,,, i like it. it adds a lot to the…","21 Jan 2024",2
"Ricky Zipp","Sigo sin entender el hype de esta franquicia.","25 Jan 2024",3
"beth","the last hour is brilliant (zion is so lame)","28 Jan 2024",4
"moviebroyeah","i was kind of confused and lost but i was watching it while doing hw so whatever","28 Jan 2024",4
"anibalvic","SUN GLASSES","28 Jan 2024",2
"Chloe Keoghan","","28 Jan 2024",2
"monishaa","But it was an agent smith party.","28 Jan 2024",3
"Yukihira_99","Es una película con mucha más profundidad y filosofía detrás, mucha de la que parece. Tiene una de las mejores escenas de acción de la historia, y aún así, no me ha llegado tanto como la primera.","28 Jan 2024",3
"mile","Espero que mejore la línea argumental en las siguientes, porque la verdad es que se dan muchas vueltas en la película y se ve que lo que se quiere es alargar la saga a cualquiera costa.","19 Jan 2024",3
NA,"Like if a Neil Breen film was backed by a big studio. So worse.",NA,NA
NA,"love the way how they named monica bellucci ‘persephone’",NA,NA
NA,"Meno d'impatto rispetto al primo ma infondo è giusto che sia cosi alla fine è un ponte verso il finale,",NA,NA
NA,"esta buena y era necesaria pero no me genero mucho",NA,NA
"hgbayley","these films are not made to be watched back to back on a plane","26 Jan 2024",4
"Joe👃","2000s DVD main menus and trailers were just the best","",3
"Byron Ashworth","Although it wasn't nearly to the same degree as the original Matrix film, The Matrix Reloaded is a highly enjoyable sequel. Is it a great movie? Not necessarily, no. However, is it a good movie? Yes, I very much think so. The Wachowski's turned in yet another amazingly choreographed, fun, complex, and visually striking action sci-fi that upon rewatch presented me with a really fun time. Unfortunately, although it delivers on a spectacle and action scale, it falls short in…","28 Jan 2024",3
"sam_tavares","Like oh my god these movies are so ass on a critical level but fuck why not break the traditional pretentious structure of a review and give er something on an enjoyment level. I loved this one much more than the first idk why all the action sequences were just so fucking cursed it’s iconic. The vibes these movies give are so consistent it hits in such a guilty pleasure way i can’t but help endorse it’s stupid fucking way…","28 Jan 2024",4
"JonathanCallan","Killer soundtrack. Some of the best action ever put on film.","27 Jan 2024",4
"langfzac","Where’s my puss…!?","27 Jan 2024",2
"synthmoon","This review may contain spoilers. I can handle the truth.","27 Jan 2024",3
"rjnyc123","The power of love saves the day part 2","27 Jan 2024",3
"Daniel Lee","Rarity: a decent matrix movie.","27 Jan 2024",2
"Jodyss","matrix 2 felt like making a hot delicious cup of coffee with matrix 1 and then pouring salt into the coffee to be quirky and then chugging the whole cup bc u lost ur sanity. (basically, what a horrible sequel)","25 Dec 2021",3
"notam@nticoli","J'ai eu du mal à le voir lui, j'ai pas passé un mauvais moment pour autant.","27 Jan 2024",4
"Geno","Bodies bodies bodies","27 Jan 2024",4
NA,"Reloaded is not as bad I remember. Sure, it’s aged and some of the dynamic that made the first a classic action film is reduced but It’s actually a very entertaining film.",NA,NA
NA,"The highway sequence is so fun to watch and gave Morpheus and Trinity some well deserve spotlight.",NA,NA
"syd","boring as fuck, honestly thought it was gonna be a little bit of a downgrade but nothings redeemable about this imo boring ass fight scenes  boring ass romance with no chemistry, story is lacking. neo is so much more interesting as a loser than as a badass and i think thats what this one really lacks. also every scene is just far too gratuitously long.","27 Jan 2024",1
"SammySauna","I was so bored. In the first one they had good pacing and good balance of action and plot, but in this one it was like way too many long-ass fighting sequences and unnecessary lovey-dovey shit. The 3rd act had it kinda good but man was it a lot to get there.","28 Jan 2024",1
"Alex Cardeña","Good","27 Jan 2024",3
"rcampion327","MR ANDERSON!","27 Jan 2024",4
"Hello There","Can’t believe I gave this three stars, I’m so dumb!","",4
"Luke F","This movie went off the walls, and it rocks for it","27 Jan 2024",3
"Michael Duffin","Jada Pinkett Smith is kicking ass in this movie, obviously looking for C Rock and all those guys who didn’t keep her name out their ******* mouthes.","27 Jan 2024",3
"James Ward","agent smith is… 100 agent smiths","27 Jan 2024",5
