"name_data","comment_data","date_data","rating_data","rating"
"ZarkiZ","Well, I just finished the entire Matrix saga again and I was very apprehensive about this Resurrections because I had only seen it once and I didn't understand or even like anything about it. first time I saw him.","26 Mar 2024","★★★",3
"Krisroxx80","This second viewing allowed me to appreciate the first two thirds of the film which are ultimately very daring as usual in the Matrix saga and ultimately it did me good.","14 Jan 2022","★★★½",3
"Greybae","On the other hand, the third part of the film…","26 Mar 2024","★",1
"Jarek Tokarski","English Version below 🟠🟢🔵","26 Mar 2024","★★★",3
"Lorenzo Rossi","(Erstsichtung)","01 Feb 2022","★★",2
"Brandon Glasson","Hab ihn vor einer Woche geschaut und ich war erstmal etwas enttäuscht. Aber mit bissl Abstand muss ich meine Meinung etwas revidieren und kann sagen, dass er zumindest sehenswert ist. Ein Rewatch muss da bei mir sicher nochmal her iwann, um besser urteilen zu können. Es gibt vieles, was mich anfangs irritierte, störte. Aber es gab auch vieles, was ich mochte und iwie wird ja auch etwas Fan-Service geboten. Zwar nicht unbedingt so, wie der…","26 Mar 2024","★★★",3
"Pablo Caruso","Nope.","26 Mar 2024","★★★★",4
"Liz Shannon Miller","A movie that The Matrix would make about itself and be hilariously proud of it’s creation.","25 Mar 2024","★★★",3
"deyde_costa","Va bene, abbiamo chiusa una delle saghe più belle della storia del cinema così, dopo 20 anni, siete contenti ora? Io noCarino ma evitabile","26 Mar 2024","★★★",3
"amina679","I didn't care when I got up and went to the toilet and missed 5 mins","26 Mar 2024","★★½",2
"Zaimaan","bastante mejor de lo que esperaba","26 Mar 2024",NA,NA
"L","I still don't like the ""people throwing themselves from windows"" stuff but it was still so warm and nurturing to see all my beautiful Sense8 babies and Jonathan Groff do fucking kung fu and Neo and Trinity back together THE WAY THEY SHOULD BE. I love everything about it. (Except for the people throwing themselves from windows stuff.)","26 Mar 2024",NA,NA
NA,"Cara, que filme ruim namoral",NA,NA,NA
NA,"Mad confussed.",NA,NA,NA
NA,"I like all The Matrix sequels. This one as well to an extent but not as much as the previous two, But yeah when this movie was released it was not what I expected at all. I thought it was gonna be a critique on modern day society where smart phones and social media took over everything. Instead Lana Wachowski dared to ask the question..what if Romeo and Julliet was resurrected??? Also I do believe that Lana Wachowski intentionally made…",NA,NA,NA
NA,"i wanted to feel what i felt as a teenager again when i suddenly binged the original trilogy. that strong, buzzing, mind-numbing yet energizing only a good cyberpunk movie can bring.",NA,NA,NA
NA,"none of that was here.one star for nostalgia, and for Trinity.",NA,NA,NA
"Jason Anderson","At the time when i first watched this, I enjoyed it a surprising amount.","","★★½",2
"Noel Castellón","Upon a rewatch, the first act has a lot of potential, but it just goes downhill from there. Some great shots though.","08 Mar 2024","★★★",3
"kiara","""Sabor a Mierda"".","26 Mar 2024","★★★★½",4
"Shikhansh Singh Thakur","love as the code, love that persists and allows them to transcends the constraints that bind us, love as the weapon, love as the answer to everything","26 Mar 2024","★★★½",3
"gowrite","The first act and final act fucking rule","26 Mar 2024","★★★★",4
"mars ✩","Cons-weak action sequences-poor cgi-second act is so boring-plot holes","26 Mar 2024","★★★½",3
"Axelerationnn","Pros-soundtrack-Keanu's charisma-neo trinity chemistry-acting of all side characters-editing-cinematography and production design","26 Mar 2024","★★★★★",5
"andrew","Ok wait I was wrong Disney-Matrix is actually brilliant","","½",0
"Adam Donato","neo and trinity <3","26 Mar 2024","★★★★★",5
"James","Il est vieux","26 Mar 2024","★★★★",4
"Dirty Chai","This review may contain spoilers. I can handle the truth.","25 Mar 2024","★★★★½",4
"Jordan LaMotta","Dogshit cashgrab of a movie. they literally fly off into the sunset at the end.","25 Mar 2024","★★★★",4
NA,"Sorry straights, this one’s for the girlies.Lick my nuts, Zaslav.",NA,NA,NA
NA,"Late to the party on this one. It's hard to make a piece of media that aims to criticize itself. A pop song about how pop music sucks, or in this case, a legacy sequel about the hollowness and cynicism of legacy sequels. Most of the time for me, stuff like this has a self-conscious aura around it. It's hard to like something when it's screaming ""I suck!! Why do you like me?!?!"" I call this the Don't Look Up…",NA,NA,NA
NA,"Thank you Blank Check podcast for affirming my initial impression and then some",NA,NA,NA
NA,"FOR THOSE WHO LIKE TO EAT SHIT",NA,NA,NA
NA,"Yo, I actually liked this part. Even though this is literally shit, and everyone knows that, Wachowski, the studio, the viewer, everyone. But it’s also a critique of nowadays Hollywood, and studios that make directors film and film sequels, prequels and all the other bullshit which no one needs, nor wants. Why did the studio allow to release such a shitty thing?Because no one gives a fuck about how bad or good…",NA,NA,NA
"samwiseg89","I don't care what anyone says, I like this movie. I like this movie a lot, in fact. Are there things here and there that I bump against? Sure. For instance, a lot of the early meta jokes and references are a bit too on the nose for my taste (especially the direct WB name drop and nod to the real life ultimatum that they gave the Wachowskis). I also think the movie relies a little too heavily on flashbacks…","25 Mar 2024","★★★★",4
"pauuottaviano","la cagaron","","★",1
"Siddharth","“My dream ended here. We can’t go back.”“We won’t.”","25 Mar 2024","★★★★★",5
"joker9003","Perfect epilogue to the original trilogy. Sure, it stumbles a bit in the middle, and the meta stuff can understandably seem excessive for people expecting a movie more in line with the originals (even though it works well enough anyway). But the entire movie, especially the final half hour, is so satisfying just by nature of being centered around Neo and Trinity. So, so special.","26 Mar 2024","★★½",2
"Luke Johnson","Well, I liked the beginning of this movie, but I got lost at some point in the story. I think it was around that time when this random French guy showed up and screamed ""Fils de pute. Nique ta mère fils de pute."" to John Wick. He was truly shaken.","25 Mar 2024","★",1
"Chahine Arfaoui","yuck","26 Mar 2024","★★★★",4
"Jackson","Tf is this","24 Mar 2024","★★",2
"devindeseta","Really adored it! Easily the best of the sequels.","25 Mar 2024","★★★",3
"SeitanicSamurai","I loved all the meta storytelling. First ~forty minutes were probably my favorite part of the entire franchise. Keanu plays it so well. Once they get him out of the matrix I think it falls off a little bit, but it’s still very enjoyable. Im a big fan of how important love is in the franchise. Carrie-Anne Moss is incredible at showcasing love as an emotion. So good.","25 Mar 2024","★★½",2
"harryfilm15","Only real issue…","26 Mar 2024","★★★",3
"Bailee","we are honestly so back...","25 Mar 2024",NA,NA
"blastof","This review may contain spoilers. I can handle the truth.","25 Mar 2024",NA,NA
NA,"Look how they massacred my boy!",NA,NA,NA
NA,"It starts with some meta commentary, ooh look at the matrix, remember that? Remember how cool it was? Wow that could never be done again. Imagine if they tried? What would it even be? What if Neo was back and Zion had changed? What if agents didn’t exist and normal people were just programmed, if smith survived disguised as a frat boy douche bag. What if rebellious niobe became the uptight law enforcing cop?…",NA,NA,NA
NA,"Alright tbf",NA,NA,NA
NA,"please, someone end me.",NA,NA,NA
NA,"This review may contain spoilers. I can handle the truth.",NA,NA,NA
NA,"For some reason them being not dead anymore didn’t bother me but him having EYES bugged me to no end - HE AINT GOT NO EYES!!",NA,NA,NA
NA,"I also like the part where they finally find him because he accidentally keeps committing suicide",NA,NA,NA
NA,"Tiffany abandoned her husband and 3 children to go play around with an old fling from college",NA,NA,NA
NA,"Score: 76.25",NA,NA,NA
"CrisKoziel","Oh c'mon, really?","26 Mar 2024","½",0
"Claudia","Why fuck it up and male a fourth one when the three first ones are so good","26 Mar 2024","★★½",2
"SantiCabral","que vergazo de tamaños atómicos, ni siquiera los outfits eran cools","25 Mar 2024","★★",2
"Luke SP","watched sometime in Feb and couldn't be fucked to review it then. wasn't even going to bother reviewing this at first. in short: sucked badly. is far too meta for its own good and plays off the nostalgia factor for the other movies. this film cannot stand on its own at all, i think 25% of the footage is just flashbacks of footage from the original trilogy. the ""new Morpheus"" was a fun character, but that can't save the movie for me","25 Mar 2024","★",1
"Rotten","A tough watch guys","25 Mar 2024","★½",1
"a_mantle","Quite hard to give this above or below a 3, not compelling at all but pretty nicely shot and some good action sequences","25 Mar 2024","★★★",3
"halfeandhalfe","you can control yourself or the world and the latter comes at cost of the former","25 Mar 2024","★★★★½",4
"Daniel Segura","I liked it.","25 Mar 2024","★★★½",3
"Haleyzz","Two years later and I have changed my mind","25 Mar 2024","★★★",3
"Movies4Granted","Is it a good Matrix movie ? No absolutely not and that’s the point. It’s just a big meta meme. It’s the Gremlins 2 of Matrix movies.","12 Apr 2022","½",0
"How Much For The Ape?","It points out that people don’t care as long as it’s the same thing over and over again.","31 Dec 2021","★★★★★",5
"Joey","Did not need to happen, should not of happened.","25 Mar 2024",NA,NA
NA,"shit",NA,NA,NA
NA,"To go forward, you have to go backward.",NA,NA,NA
"Alias21","no.","","★★",2
"AnaSana","horrível pequepe","25 Mar 2024","★",1
