"","name","comment","date","rating","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"2052","Sam Bircham","może niepotrzebnie to reloadowali","30 Jan 2024",3,0,0,0,0,0,0,0,0,0,0
"2053","Alexinema","Doest hold up to the first one but damn the action scenes are legit awesomeThay car chase sequence on the highway, up there in my top favourite car chase scenes!","30 Jan 2024",4,1,1,1,0,0,0,0,1,2,2
"2054","genna","D'habitude les films de sf avec plusieurs opus j'aime pas (ex retour vers le futur) mais bon c'est trop spécial Matrix","30 Jan 2024",3,0,0,0,0,0,0,0,0,0,0
"2055","LoversRokk","This review may contain spoilers. I can handle the truth.","30 Jan 2024",5,0,0,0,0,0,0,0,1,0,1
"2056","NoEyedRed","keanu reeves is so pretty... jada pinkett smith is so pretty... loved the deranged sexual energy of the whole sequence with the french guy and monica belluci most beautiful woman who ever live... hugo weaving is so silly and fun... i love how it turns out morpheus is considered insane bc in the first movie hes like the main authority so u just assume everyone believes in all the prophecy stuff but no one else does ijbollllll","30 Jan 2024",4,2,3,1,2,5,0,0,3,3,6
"2057","Daniela Delgado","The billowing cape is an unpaid actor","30 Jan 2024",4,1,0,0,0,0,1,0,0,1,0
"2058",NA,"Neo is actually my pookie, you guys literally don't understand",NA,NA,0,0,0,0,0,0,0,0,0,0
"2059",NA,"Two thoughts: 1. The freeway sequence is a CORE memory for me. It is THAT scene.2. Carrie Anne Moss.",NA,NA,0,0,0,0,0,0,0,0,0,1
"2060","bri","agent smith thrown at a weaving of hugos to the sound of a bowling strike is too good","29 Jan 2024",4,1,1,0,0,1,0,1,2,1,1
"2061","cinematopia","need more filmmakers today that are driven by ambition like when the wachowskis were making these unique blockbusters. several sequences demonstrate their technical craft on miraculous levels. the highway chase is an all-timer, although i don’t have time to go into that. this is such a jolly good time, it doesn’t compare to the game-changing original, but who cares???","29 Jan 2024",4,0,3,0,0,3,0,3,3,1,6
"2062","viana","neo não cansa de mitar, muito bom","30 Jan 2024",5,0,0,0,0,0,0,0,0,0,0
"2063","Luke SP","going into this with the expectation of a shit movie, the first maybe 10 minutes had me cackling. the people want slow-mo action scenes, they thought, so that's what they open the film with. i just couldn't take it seriously, the fanservice opening, the forced romance. the budget they had from the success of the first film was shining through, though. the sets for this film were crazy fucking cool","29 Jan 2024",4,2,5,1,3,3,2,1,2,3,6
"2064","Laurensan al Gaib","some may find the fight scenes drawn out but for…","29 Jan 2024",3,1,0,0,1,0,0,0,0,1,0
"2065","neocitrandreams","This review may contain spoilers. I can handle the truth.","24 Jan 2024",4,0,0,0,0,0,0,0,1,0,1
"2066","Anne","As ludicrous as I remember. But Morpheus twirling his little samurai sword at the two albino dreadlock ghosts will always rustle my jimmies.","29 Jan 2024",5,0,0,0,1,0,0,0,0,1,1
"2067","McFistyBuns","Lots of info but I love the world building","29 Jan 2024",2,0,0,0,0,1,0,0,0,0,2
"2068","Rishaad Aït El Moudden","explosão, moto, tiro e uma gostosa","28 Jan 2024",2,0,0,0,0,0,0,0,0,0,0
"2069","kaanozcan","I don’t know if this is a bad movie, it’s certainly no worse than most blockbusters, but it’s such a fall in quality from the first movie.","30 Jan 2024",3,1,0,1,2,0,3,0,1,3,1
"2070","hannah_kkjl","I think where it expands upon the themes of the first Matrix it is pretty good. The Architect scene is iconic. I also really appreciate subverting chosen one tropes so I think the twist at the end works pretty well.","29 Jan 2024",4,0,2,0,0,2,0,1,2,0,3
"2071","Sdyer52","What drags this one down is just how much the actions pacing drags.…","29 Jan 2024",4,0,0,0,0,0,0,0,0,0,0
"2072",NA,"How you gonna make a film about choice and not explore how these people choose which cool pair of sunglasses they're gonna wear?",NA,NA,0,1,0,0,0,0,0,1,1,2
"2073",NA,"The action scenes are very fun and impressively crafted, although a bit self-indulgent. Otherwise, I'm simply not vibing with this franchise. No chemistry in the romance. No charisma from The One. No subtlety to the dialogue. Not enough establishment of the worlds and their changing laws. No payoff to the subplots. And I hear the next one is WHAT?!",NA,NA,0,2,0,1,2,1,1,1,0,3
"2074",NA,"""buraya şans sonucu gelmedik. Ben şansa inanmam. Eğer üç amaç, üç kaptan, üç gemi varsa ben buna rastlantı demem. Ben buna ilahi takdir derim. Ben buna amaç derim. Burada olmak, bizim kaderimiz. Bizim alın yazımız. Bu gece her birimizin, hayatlarımızın anlamını öğrenme fırsatını bulacağına inanıyorum.""",NA,NA,0,0,0,0,0,0,0,0,0,0
"2075",NA,"Matrix?",NA,NA,0,0,0,0,0,0,0,0,0,0
"2076",NA,"It has flaws that the original didn't, the additional cast is bigger and untilmately less interesting, and the pacing and story arc isn't as tight.",NA,NA,0,0,0,0,0,0,0,0,0,1
"2077",NA,"But the bits that work, really work.",NA,NA,0,0,0,0,0,0,0,0,0,0
"2078",NA,"Trinity dials up the badass routine to 1000, Neo goes full Superman, Morpheus is so cool it hurts my brain...",NA,NA,0,0,0,0,1,0,0,2,0,4
"2079",NA,"But the freeway scene is one for the ages - 20+ minutes of pure cinematic perfection.",NA,NA,0,1,0,0,1,0,1,1,0,1
"2080","petephooey","ghost hunting orgs wish they had trinity/morpheus level skillz. fuck those ghostly twins though, for real, their smug auras were mocking us all.","29 Jan 2024",4,2,1,1,3,0,1,0,2,4,2
"2081","Felix Wu","You really can't help but be equally frustrated and impressed. (the case with seemingly all of their films).","27 Jan 2024",4,1,0,0,1,0,1,0,0,2,1
"2082","kivll","CAVE RAVE","",3,1,0,1,0,1,0,1,1,1,1
"2083","jacq","panting like a dog while i watch the bike scene","29 Jan 2024",3,0,1,0,1,0,0,0,0,0,0
"2084","Giovanni Albi","This review may contain spoilers. I can handle the truth.","29 Jan 2024",2,0,0,0,0,0,0,0,1,0,1
"2085","Bea_Roy","Non regge assolutamente il confronto con il primo. L'unica cosa che saltava questo film sono alcune scene di combattimento e il dialogo con il ""padre"" di Matrix","27 Jan 2024",4,0,0,0,0,0,0,0,0,0,0
"2086","CraddockLCFC","The fight scenes are amazing! And the script is very smart","29 Jan 2024",3,1,0,0,1,0,0,0,0,1,1
"2087","Kieran","Decent follow up to the original Neo rides again.","29 Jan 2024",5,0,0,0,0,0,0,0,0,0,1
"2088","megan lily","Hm Upgrades","29 Jan 2024",5,0,0,0,0,0,0,0,0,0,0
"2089","Jayman874","i just don’t think he should be able to fly","29 Jan 2024",4,0,0,0,0,0,0,0,1,0,1
"2090","Megan (Rules)","When this movie cooks it cooks hard","29 Jan 2024",3,0,0,0,0,0,0,0,0,0,0
"2091","Aliaksei Pavarazniuk","I don’t know about this one","28 Jan 2024",3,0,0,0,0,0,0,0,1,0,1
"2092",NA,"сложное отношение к картине, как и у большинства. Зион и его вечеринки прекрасны, квесты с другими программами утомительны, экшн более впечатляющий, но и более гладкий",NA,NA,0,0,0,0,0,0,0,0,0,0
"2093","Catherine",""" i want you to kiss me as if you were kissing her "" persephone","29 Jan 2024",4,0,1,0,0,1,0,1,0,0,1
"2094","aesqb","my honest reaction: "" wow she's me ""","28 Jan 2024",4,1,0,1,1,1,1,0,1,0,1
"2095","spencer","This review may contain spoilers. I can handle the truth.","28 Jan 2024",3,0,0,0,0,0,0,0,1,0,1
"2096","NihilistScrappy","That combo rave + sex scene sequence??? Wachowski sisters the women that you are (and this is the beginning of the movie!!! It just gets better from there!)","",5,1,1,1,0,2,0,1,2,1,2
"2097","alice_1034","Also maybe interesting to note the emphasis on dancing/sex in that sequence juxtaposed with all the fight scenes in the film (and even some of the more horror tinged sequences from the first film) - like, there's this very obvious preoccupation with the body and its physicality in the matrix and in the real world....don't have coherent thoughts on this just think its very well done","28 Jan 2024",3,2,1,1,2,1,1,1,3,2,5
"2098","ageofomer","for anyone who needs to hear this, keanu reeves is truly mid","28 Jan 2024",5,0,0,0,0,0,0,0,0,0,0
"2099","Jenny Nuts","two matrix movies, two characters literally saved by love and kisses","28 Jan 2024",4,0,0,0,0,1,0,0,0,0,1
"2100","Layla","not sure i could get past neo being superman","28 Jan 2024",3,0,0,0,0,1,0,0,1,0,1
"2101","Maria Carolina","For our civilization this Matrix trilogy will be the one of the significant achievement","28 Jan 2024",3,0,1,0,0,1,0,0,2,0,2
"2102","rycar","Needed to be gayer","28 Jan 2024",5,0,0,0,0,0,0,0,0,0,0
"2103","chucaox","BEST MATRIX FILM SORRY NOT SORRY","28 Jan 2024",4,0,0,0,0,0,0,0,0,0,0
"2104","eyiamWalkenHere","morpheus instituted a strict “no fucking” policy aboard his ship & i think that’s bullshit","29 Jan 2024",3,0,1,0,0,0,0,0,1,0,0
"2105",NA,"Hugo Weaving.",NA,NA,0,0,0,0,0,0,0,0,0,0
"2106",NA,"That's it, that's the review.",NA,NA,0,0,0,0,0,0,0,0,0,0
"2107",NA,"bro's the anime protagonist",NA,NA,0,0,0,0,0,0,0,0,0,0
"2108",NA,"This review may contain spoilers. I can handle the truth.",NA,NA,0,0,0,0,0,0,0,1,0,1
"2109",NA,"The fact that I don’t remember this movie is wild",NA,NA,0,0,0,0,0,0,1,2,1,1
"2110",NA,"The plot twist literally had me on the edge of my seat. What a great movie",NA,NA,0,0,0,0,0,0,0,0,0,0
"2111",NA,"this some anime shit",NA,NA,1,0,1,0,0,0,0,0,1,0
"2112",NA,"Nowhere near the legal of the first one. Still enjoyable. Good fights scenes especially the one with smith. Mid story though one thing that ruins it is the constant slow motions to the point where it feels like Zack Snyder made it. Still think it's worth while though the quality has dipped.",NA,NA,0,1,0,0,1,0,1,4,0,4
"2113","tobizanellini","qué lindo es keanu reeves estoy de novio no me hablen, mucho no me importa matrix la verdad, hace años no la miraba y todavía sigo sin entender porque hay tanto fanatismo, pero bueno yo solo pienso en ÉL <3","28 Jan 2024",2,1,0,1,1,0,1,0,0,1,0
"2114","Kristin","The Zion rave scene and Persephone thirsting over Neo is a big mood","28 Jan 2024",3,1,0,1,0,1,0,1,1,1,1
"2115","neulinhagerman","neo vs a billion smiths fight scene is probably the most awesome shit ive ever seen. the """"""""dated"""""""" or """"""""videogamey"""""""" CGI does nothing but make the scene all the better. i like how obvious the CGI is, it doesnt try to mask it and in turn become this awful disgusting gross mix of real and fake, viz., the flash (or superman when they tried hidign the moustache, seriously..)","24 Jan 2024",4,4,0,4,3,1,1,0,3,6,3
"2116","Andy054","regarding the plot,,, i like it. it adds a lot to the…","21 Jan 2024",2,0,0,0,0,0,0,0,0,0,0
"2117","Ricky Zipp","Sigo sin entender el hype de esta franquicia.","25 Jan 2024",3,1,1,1,1,0,1,0,0,2,0
"2118","beth","the last hour is brilliant (zion is so lame)","28 Jan 2024",4,0,1,0,0,1,0,0,1,0,1
"2119","moviebroyeah","i was kind of confused and lost but i was watching it while doing hw so whatever","28 Jan 2024",4,0,0,0,0,1,1,0,1,1,1
"2120","anibalvic","SUN GLASSES","28 Jan 2024",2,0,1,0,0,1,0,1,1,0,1
"2121","Chloe Keoghan","","28 Jan 2024",2,0,0,0,0,0,0,0,0,0,0
"2122","monishaa","But it was an agent smith party.","28 Jan 2024",3,0,0,0,0,0,0,0,1,0,0
"2123","Yukihira_99","Es una película con mucha más profundidad y filosofía detrás, mucha de la que parece. Tiene una de las mejores escenas de acción de la historia, y aún así, no me ha llegado tanto como la primera.","28 Jan 2024",3,0,0,0,0,0,0,0,0,0,0
"2124","mile","Espero que mejore la línea argumental en las siguientes, porque la verdad es que se dan muchas vueltas en la película y se ve que lo que se quiere es alargar la saga a cualquiera costa.","19 Jan 2024",3,0,0,0,0,0,0,0,0,0,0
"2125",NA,"Like if a Neil Breen film was backed by a big studio. So worse.",NA,NA,0,0,0,1,0,1,0,0,1,0
"2126",NA,"love the way how they named monica bellucci ‘persephone’",NA,NA,0,0,0,0,1,0,0,0,0,1
"2127",NA,"Meno d'impatto rispetto al primo ma infondo è giusto che sia cosi alla fine è un ponte verso il finale,",NA,NA,0,0,0,0,0,0,0,0,0,0
"2128",NA,"esta buena y era necesaria pero no me genero mucho",NA,NA,0,0,0,0,0,0,0,0,0,0
"2129","hgbayley","these films are not made to be watched back to back on a plane","26 Jan 2024",4,0,0,0,0,0,0,0,0,0,0
"2130","Joe👃","2000s DVD main menus and trailers were just the best","",3,0,0,0,0,0,0,0,0,0,1
"2131","Byron Ashworth","Although it wasn't nearly to the same degree as the original Matrix film, The Matrix Reloaded is a highly enjoyable sequel. Is it a great movie? Not necessarily, no. However, is it a good movie? Yes, I very much think so. The Wachowski's turned in yet another amazingly choreographed, fun, complex, and visually striking action sci-fi that upon rewatch presented me with a really fun time. Unfortunately, although it delivers on a spectacle and action scale, it falls short in…","28 Jan 2024",3,0,4,0,0,3,0,2,1,1,7
"2132","sam_tavares","Like oh my god these movies are so ass on a critical level but fuck why not break the traditional pretentious structure of a review and give er something on an enjoyment level. I loved this one much more than the first idk why all the action sequences were just so fucking cursed it’s iconic. The vibes these movies give are so consistent it hits in such a guilty pleasure way i can’t but help endorse it’s stupid fucking way…","28 Jan 2024",4,2,1,0,2,1,2,1,3,4,5
"2133","JonathanCallan","Killer soundtrack. Some of the best action ever put on film.","27 Jan 2024",4,0,0,0,0,0,0,0,0,0,1
"2134","langfzac","Where’s my puss…!?","27 Jan 2024",2,0,0,0,0,0,0,0,0,0,0
"2135","synthmoon","This review may contain spoilers. I can handle the truth.","27 Jan 2024",3,0,0,0,0,0,0,0,1,0,1
"2136","rjnyc123","The power of love saves the day part 2","27 Jan 2024",3,0,0,0,0,1,0,0,0,0,1
"2137","Daniel Lee","Rarity: a decent matrix movie.","27 Jan 2024",2,0,0,0,0,0,0,1,0,0,1
"2138","Jodyss","matrix 2 felt like making a hot delicious cup of coffee with matrix 1 and then pouring salt into the coffee to be quirky and then chugging the whole cup bc u lost ur sanity. (basically, what a horrible sequel)","25 Dec 2021",3,2,1,1,1,1,1,0,0,2,1
"2139","notam@nticoli","J'ai eu du mal à le voir lui, j'ai pas passé un mauvais moment pour autant.","27 Jan 2024",4,0,0,0,0,0,0,0,0,0,0
"2140","Geno","Bodies bodies bodies","27 Jan 2024",4,0,0,0,0,0,0,0,0,0,0
"2141",NA,"Reloaded is not as bad I remember. Sure, it’s aged and some of the dynamic that made the first a classic action film is reduced but It’s actually a very entertaining film.",NA,NA,1,1,1,1,1,1,1,0,1,3
"2142",NA,"The highway sequence is so fun to watch and gave Morpheus and Trinity some well deserve spotlight.",NA,NA,1,3,0,1,1,0,0,1,0,2
"2143","syd","boring as fuck, honestly thought it was gonna be a little bit of a downgrade but nothings redeemable about this imo boring ass fight scenes  boring ass romance with no chemistry, story is lacking. neo is so much more interesting as a loser than as a badass and i think thats what this one really lacks. also every scene is just far too gratuitously long.","27 Jan 2024",1,1,3,0,2,1,1,1,1,4,2
"2144","SammySauna","I was so bored. In the first one they had good pacing and good balance of action and plot, but in this one it was like way too many long-ass fighting sequences and unnecessary lovey-dovey shit. The 3rd act had it kinda good but man was it a lot to get there.","28 Jan 2024",1,2,2,1,0,1,0,1,1,3,3
"2145","Alex Cardeña","Good","27 Jan 2024",3,0,1,0,0,1,0,1,1,0,1
"2146","rcampion327","MR ANDERSON!","27 Jan 2024",4,0,0,0,0,0,0,0,0,0,0
"2147","Hello There","Can’t believe I gave this three stars, I’m so dumb!","",4,0,0,0,0,0,0,0,0,1,0
"2148","Luke F","This movie went off the walls, and it rocks for it","27 Jan 2024",3,0,0,0,0,0,0,0,0,0,0
"2149","Michael Duffin","Jada Pinkett Smith is kicking ass in this movie, obviously looking for C Rock and all those guys who didn’t keep her name out their ******* mouthes.","27 Jan 2024",3,1,0,0,0,0,0,0,1,1,1
"2150","James Ward","agent smith is… 100 agent smiths","27 Jan 2024",5,0,0,0,0,0,0,0,1,0,0
"2151","jennawillow","A little too nonsensical and complicated to reach the heights of the original but I can’t say it wasn’t a good time","18 Jan 2024",3,0,2,0,0,1,1,1,1,2,1
"2152","Lili","I think they were aiming somewhere between T2 and Empire Strikes Back, and despite some slight wordy bagginess, it pretty much gets there.","27 Jan 2024",5,0,1,0,0,1,0,0,1,0,1
"2153","Lincoln Stuller","so this all happened in less than 72 hours??","27 Jan 2024",2,0,0,0,0,0,0,0,0,0,0
"2154","Elias👹","This is my new personality","27 Jan 2024",5,0,0,0,0,0,0,0,0,0,0
"2155",NA,"Take all the mind bending rabbit holes and unfamiliar worlds that you loved from the original AND THROW IT ALL AWAY! Seriously though, how do you remove one of the core elements of what made your movie so popular in the first place, not all bad though, the story is pretty good. This movie is also a horny mess, specifically the cake scene, or when Neo has to make out with that chick to get to the key maker. Just watch the first one and nothing else.",NA,NA,2,3,2,3,2,2,1,2,3,3
"2156",NA,"Trinity is ugly but the movie is goated",NA,NA,0,0,1,0,0,0,0,0,1,0
"2157","Niki","I just found out this film popularised the use of post-credits scenes as teasers for sequels because I left the credits playing and the trailer for The Matrix Revolutions started after they finished. So, I guess we have the Wachowskis to thank for that one, huh.","27 Jan 2024",4,0,0,0,0,1,0,1,1,0,1
"2158","ConductorSally","Anyway.","27 Jan 2024",3,0,0,0,0,0,0,0,0,0,0
"2159","Kévin Castagna","This is a really solid follow up to the first film. It does a good job of both world building and progressing the narrative without it feeling too overwhelming… well, for the most…","22 Jan 2024",4,1,2,1,1,2,1,2,2,1,6
"2160","EJ (Ellis James)","Got right into it. Didn’t watch the first one. Action packed all the way through and feels kinda short. Made in 2003 and you can see it. Cool concept. Kinda underwhelming and the action sometime sucks. Fighting scenes just as advertised though, kinda good.","27 Jan 2024",5,1,2,0,1,1,0,1,1,1,3
"2161","Jodie Foster","A ton fait mieux niveau action que matrix reloaded aujourdhui ? Pas sûr.","23 Jan 2024",5,0,0,0,0,0,0,0,0,0,1
"2162","Krill Laddergoat","When the film outward axial cuts from a mid shot of a slo-mo crashing 4x4 to the same event, but framed through a broken back car window, with The Keymaker looking out towards it...maybe my favourite edit in any film ever. When I rewatched this in March last year, I would think about that cut at least once a day for about two weeks. Oh, and let's not forget the freeway truck ramming match cuts, both of the drivers and…","27 Jan 2024",2,2,0,0,2,0,2,1,1,3,2
"2163","Frank","Love is all, love is the point, the thesis, it’s everything. Without it, nothing matters.","27 Jan 2024",3,0,0,0,0,1,0,0,0,0,1
"2164","Zach Kirkland","Watched w Sam PV and Isaac and forgot to log til Friday oopsie","26 Jan 2024",5,0,0,0,0,0,0,0,0,0,0
"2165","lore","If I had watched that ending in the theatres, I would’ve bumrushed the projector room and broken everything.","27 Jan 2024",3,1,0,0,1,0,1,0,0,1,0
"2166","Dillon","them actions were off the chain tho","26 Jan 2024",4,0,0,0,0,0,0,0,0,0,0
"2167","CronoLink91","mixed feelings on this. on the one hand it’s somewhat poorly paced and doesn’t build on the philosophy of the original in a satisfying way (but maybe that’s the point??), but on the other it’s still incredibly well-directed and expands the world in creative and interesting ways. perhaps it will click more once i watch revolutions, did kinda feel like a pt 1/pt 2 situation without actually saying that in the title","26 Jan 2024",3,0,1,0,1,0,0,0,1,1,4
"2168","Yurky","I want to go to a cave orgy.","24 Jan 2024",2,0,0,0,0,0,0,0,0,0,0
"2169",NA,"mucho sexo",NA,NA,0,0,0,0,0,0,0,0,0,0
"2170",NA,"If not for the pacing of the first thirty minutes or so, I would put this on par with the first film.",NA,NA,0,0,0,0,0,0,0,0,0,0
"2171",NA,"To say this movie is uneven would be an understatement. The first half hour to 45 minutes of this movie is almost pointless, in that the only meaningful information provided to the audience is stuff that could've been summed up in a quarter of the time. Thankfully after that point, the movie takes off in full and finds its (oddly paced) pulse.",NA,NA,0,2,0,0,0,1,0,0,2,2
"2172",NA,"The pseudo-philosophical stuff is back, and though maybe overwrought, these talky scenes provide interesting breathers to the action.…",NA,NA,0,0,0,0,0,0,0,1,0,3
"2173",NA,"Euh alors, bah enfaite Zion c'est une giga boîte de nuit... Néo et Trinity, il ken pendant 3 heures... Et tout le monde va mourir, ah non pas encore.",NA,NA,0,0,0,0,0,0,0,0,0,2
"2174","KimKong","As expected, this sequel didn't turned out as great as its predecessor but still a worthy follow-up with some great action sequences.","26 Jan 2024",3,0,2,0,0,0,0,0,1,0,2
"2175","flixxs","didn’t want to see neos booty so…","26 Jan 2024",3,0,0,0,0,0,0,0,0,0,0
"2176","rorolebon","Matrix Reloaded est une excellente suite qui est dans la continuité du premier sans le dépasser mais en essayant de l’égaler.Les corrégraphies sont sensationnelles, la mise en scène est folle, les acteurs sont dingues, l’univers graphique est hors du commun.Bref, tout ce qu’on attend d’un bon opus Matrix.","26 Jan 2024",4,0,0,0,0,0,0,0,0,0,1
"2177","ben","Point fort 👍: Les scènes de combats.","26 Jan 2024",5,0,0,0,0,0,0,0,1,0,0
"2178","EvilAwakening","Point faible 👎: Un léger ventre mou au milieu du film comme dans le premier.","26 Jan 2024",4,0,0,0,0,0,0,0,0,0,1
"2179","lrzkookie","first matrix kinda got worse on rewatch because I remembered that literally all the most memorable parts of the trilogy for me are from this one. i love this weird ass movie even if i don't get all the philosophical choice talk and whatnot . I love these insane fight scenes where they just keep switching to full cgi and it looks so funny. agent smith is at his absolute best here . what the shit is his problem","26 Jan 2024",3,3,0,2,4,2,2,1,2,7,6
"2180","View Devlin","Morpheus and Smith carrying as always","26 Jan 2024",4,0,0,0,0,0,0,0,1,0,0
"2181","GingerTober99","Pas aussi bon que le premier mais bon film tout de même ! Classique de la science fiction en tout cas.","26 Jan 2024",3,0,0,0,0,0,0,0,0,0,1
"2182","gabriel","crazy vibe shift but i fw it. i love the 3D renders for some of the action shot, genuinely impressive. lot of sick ideas throughout this, i think i fw the more singular narrative tone of the original but i like the epic shit they do here too. i kinda did get confused on like basic plot points at times but i think i’m just kind of stupid.","26 Jan 2024",4,3,0,2,2,2,3,1,1,5,4
"2183","spicekittens","definitely ahead of its time (cgi wise) at the time of release and I can respect that but it’s aged pretty poorly.","26 Jan 2024",3,0,3,0,0,2,0,0,2,1,4
"2184","danica","script pretty poor but fights scenes were pretty well choreographed - it’s a shame really, it kind of feels rushed?","26 Jan 2024",3,0,1,1,1,2,1,0,2,1,3
"2185","Tom B","onto the next i guess","26 Jan 2024",3,0,0,0,0,0,0,1,0,0,0
"2186",NA,"bom",NA,NA,0,0,0,0,0,0,0,0,0,0
"2187",NA,"What if we flew around",NA,NA,0,0,0,0,0,0,0,0,0,0
"2188",NA,"como o segundo prato em um restaurante chique. o primeiro foi incrível, todo mundo estava animado, e aí chega o segundo, e as expectativas ficam nas alturas. alguns dizem que é difícil digerir, mas se você esquecer as comparações e olhar para ele como um prato independente, há muita ação e mistério para saborear. é como se dissesse: ""ei, eu sei que você esperava algo diferente, mas olhe para isso, tem seu próprio charme!"" mesmo com alguns defeitinhos, é uma experiência que vale a pena, especialmente se você não estiver buscando a perfeição gourmet do primeiro filme.",NA,NA,0,0,0,0,0,0,0,0,0,0
"2189",NA,"I swear this shit has got a bit too confusing. The matrix is a bit like fortnite and I’m like neo.",NA,NA,1,0,1,0,0,0,0,1,1,1
"2190","adevdave","ah yes the horny sequel (and why is cornel west in this lmaoo)","26 Jan 2024",3,0,1,0,0,0,0,0,0,0,0
"2191","Tom Schedelbauer","me and the boys kicking asses in the matrix before having a rave in the hollow earth😎😎","25 Jan 2024",4,2,0,1,0,1,1,1,1,2,1
"2192","Jason","Bought a physical copy on 4K bluray so of course had to watch again 😂","26 Jan 2024",4,0,1,0,1,0,0,0,0,1,0
"2193","sand_eyes","That was cool but the music wasn't rocking like the first and I think it was missing some of its charm bcuz of that","26 Jan 2024",4,0,0,0,1,1,2,0,0,1,3
"2194","layla!","those aren’t special effects keanu reeves can just do all that irl","25 Jan 2024",4,0,0,0,0,1,0,0,0,0,1
"2195","Mahmoud Mostafa Khalef Madyan","One of the best sci-fi movies, but the first still the best movie ever!!","10 Jul 2015",3,0,0,0,0,0,0,0,0,0,0
"2196","bobertb","Incredible action sequences. Not a great story. Certainly entertained me more than the first due to how insane the spectacle is but we did not need a 20-minute overly stylized sex scene or basically any other scene with lengthy exposition.","25 Jan 2024",4,1,1,0,1,2,0,0,1,2,4
"2197","sp0114","The world-building is rough and the story doesn't develop - at all - but the awesome action is hard to deny.","02 Jan 2024",4,1,1,0,0,0,0,0,0,1,3
"2198","ro","I get it","21 Jan 2024",4,0,0,0,0,0,0,0,0,0,0
"2199","xymliveinlb","the way themes about desire and love and choice and Freedom are explored in this film is absolutely crazy Extremely Cool take the Real red pill and study queer theory Oh Man Oh Baby","19 Aug 2021",4,1,1,0,1,3,1,0,4,1,8
"2200","Angry Nate","动作戏过于精彩又过于多了","25 Jan 2024",3,0,0,0,0,0,0,0,0,0,0
"2201","Rachel Cowell","Very good! More exposition than action but still doesn’t dull the movie enough to bring it down too much. Also completely forgot this ended the way it does. Part 1","25 Jan 2024",NA,0,1,0,0,1,1,1,1,1,3
"2202",NA,"acts 1 & 2",NA,NA,0,0,0,0,0,0,0,0,0,0
"2203","Dylan","47","23 Jan 2024",2,0,0,0,0,0,0,0,0,0,0
"2204","collin_","I never fully got the hype of the action in the first Matrix but I mean in this one yikes","25 Jan 2024",2,0,1,0,0,0,0,0,1,1,2
"2205","Sophia Portela","matrix reloaded? more like matrix boreloaded. i disliked this one so much that i almost lowered the original down half a star. it has the essence of the original over its own overpowering stench, so i will now associate them with one another.","25 Jan 2024",5,2,1,0,1,1,1,0,2,2,2
"2206","ShenaniganMan","the narrative is an absolute mess, the fight scenes and dialogue get even cornier. the world building is simultaneously dull and uninspired but also cartoonishly zany at times. the lore is somehow overly complicated but also half…","25 Jan 2024",3,1,0,1,1,0,2,1,0,5,2
"2207","jefffrivera","This review may contain spoilers. I can handle the truth.","25 Jan 2024",3,0,0,0,0,0,0,0,1,0,1
"2208","Ry Dog","I am strongly impressed with how the opposites were made about Zion and the ""real world."" How the camera benefits the skin, contact, sexual drive, love, and passion when showing Zion—the dances, the moves, the dances, and the feet touching the ground with mud.","25 Jan 2024",4,0,1,0,0,2,0,0,3,1,5
"2209","Brian Yu","The questioning conversation about humanity versus technology, who is supposed to be in control, and the fact that it is absolutely not rational that our creation could be dangerous to us.","25 Jan 2024",3,1,0,0,1,1,0,0,3,2,3
"2210","DrKawasaki","""There is no spoon.""","25 Jan 2024",5,0,0,0,0,0,0,0,0,0,0
"2211","VincentLord","9 for its action, 9 for its awesome set pieces and moments, 4 for some of my least favorite writing in a movie ever","24 Jan 2024",3,0,0,0,0,1,0,0,1,0,2
"2212","Baconzitox","Estaba interesante pero no es mejor que la 1","25 Jan 2024",3,0,0,0,0,0,0,0,0,0,0
"2213","A_DZH","WHATCHA SAY WHATCHA SAY WHATCHA SAY WHAT","",4,0,0,0,0,0,0,0,0,0,0
"2214","ewangs","The DUN DUN DUN cliffhanger. Ghost vampire invisible twins smoking hooka. French pervert is the bad guy. The Wachowskis get it","23 Jan 2024",NA,3,0,3,3,0,1,0,0,4,0
"2215",NA,"I wish there was more hacking in the sequels. I need to hear “I’m in” way more often than this",NA,NA,0,0,0,0,0,0,0,0,0,0
"2216",NA,"Ambitious and full of good lines but not what the original is. I wouldn’t have minded if it tries to be something else, but it felt just more like one action sequence to the next. off the wall crazy def, punch loaded with stunning visuals but neither sinister nor uplifting. I loved it because i feel obligated, actually ykw … yea no i still love it",NA,NA,3,1,1,4,2,2,2,1,3,4
"2217",NA,"The twins are so cool.",NA,NA,0,0,0,0,0,0,0,0,0,1
"2218",NA,"You can easily see why this pissed people off, because while The Matrix tried at every turn to make itself as accessible as possible, Reloaded is about as far in the opposite direction as any film with a producer would allow. The coffee-table philosophy loses a lot of its explication and becomes exponentially more important to the plot, and the structure asks a lot more from the audience. It's like listening to the star student on his first trip. The…",NA,NA,0,2,0,0,1,0,1,3,0,5
"2219",NA,"Muita filosofia e muita ação, perfeito nesse quesito. O CGI é meio pa, mas considerando ser um filme de 2003, tá mais do que bom",NA,NA,0,0,0,0,0,0,0,0,0,0
"2220",NA,"this movie taught me how to tell the future.",NA,NA,0,0,0,0,0,0,0,1,0,0
